1, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:allay, 5, 1, 1
5339, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
5340, forest, minecraft:old_growth_birch_forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
5341, forest, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
5342, forest, minecraft:old_growth_birch_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
5343, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:chicken, 15, 2, 4
5344, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:cow, 20, 2, 3
5345, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:donkey, 5, 1, 2
5346, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:fox, 20, 3, 5
5347, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:frog, 10, 2, 3
5348, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:mule, 5, 1, 2
5349, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:pig, 15, 2, 4
5350, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:sheep, 15, 2, 4
5351, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, minecraft:wolf, 20, 3, 5
5352, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:moose, 10, 2, 2
5353, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:raccoon, 5, 1, 1
5354, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:snow_leopard, 5, 1, 2
5355, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:crow, 10, 1, 2
5356, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
5357, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, alexsmobs:potoo, 25, 4, 5
5358, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, legendarycreatures:wisp, 5, 1, 1
5359, taiga, biomesoplenty:old_growth_dead_forest, AMBIENT, aquamirae:golden_moth, 1, 1, 2
5360, taiga, biomesoplenty:old_growth_dead_forest, AMBIENT, alexsmobs:fly, 15, 3, 5
5361, taiga, biomesoplenty:old_growth_dead_forest, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
5362, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:creeper, 10, 1, 3
5363, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:enderman, 5, 1, 2
5364, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:skeleton, 15, 1, 3
5365, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:spider, 10, 2, 3
5366, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:stray, 15, 3, 5
5367, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:witch, 5, 1, 2
5368, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:zombie, 20, 3, 5
5369, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, minecraft:zombie_villager, 10, 2, 3
5370, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
5371, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:acolyte, 5, 1, 2
5372, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:corrupted_vindicator, 5, 1, 2
5373, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:corrupted_pillager, 5, 1, 2
5374, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:ghoul, 10, 2, 3
5375, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:revenant, 5, 1, 2
5376, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, graveyard:wraith, 5, 1, 2
5377, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
5378, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:lifestealer, 2, 1, 1
5379, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
5380, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
5381, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
5382, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
5383, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 2
5384, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
5385, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
5386, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:missioner, 5, 1, 2
5387, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
5388, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, endermanoverhaul:snowy_enderman, 5, 1, 2
5389, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, irons_spellbooks:necromancer, 1, 1, 1
5390, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, mutantmonsters:mutant_skeleton, 1, 1, 1
5391, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 15, 2, 4
5392, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 20, 2, 3
5393, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:donkey, 5, 1, 2
5394, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 20, 3, 5
5395, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:frog, 10, 2, 3
5396, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:mule, 5, 1, 2
5397, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 15, 2, 4
5398, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 15, 2, 4
5399, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 20, 3, 5
5400, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:moose, 10, 2, 2
5401, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:raccoon, 5, 1, 1
5402, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:snow_leopard, 5, 1, 2
5403, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:crow, 10, 1, 2
5404, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
5405, taiga, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:potoo, 25, 4, 5
5406, taiga, minecraft:old_growth_pine_taiga, CREATURE, legendarycreatures:wisp, 5, 1, 1
5407, taiga, minecraft:old_growth_pine_taiga, AMBIENT, aquamirae:golden_moth, 1, 1, 2
5408, taiga, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:fly, 15, 3, 5
5409, taiga, minecraft:old_growth_pine_taiga, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
5410, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 10, 1, 3
5411, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 2
5412, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 15, 1, 3
5413, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 10, 2, 3
5414, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:stray, 15, 3, 5
5415, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 2
5416, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 20, 3, 5
5417, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 10, 2, 3
5418, taiga, minecraft:old_growth_pine_taiga, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
5419, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:acolyte, 5, 1, 2
5420, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:corrupted_vindicator, 5, 1, 2
5421, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:corrupted_pillager, 5, 1, 2
5422, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:ghoul, 10, 2, 3
5423, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:revenant, 5, 1, 2
5424, taiga, minecraft:old_growth_pine_taiga, MONSTER, graveyard:wraith, 5, 1, 2
5425, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
5426, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:lifestealer, 2, 1, 1
5427, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
5428, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
5429, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
5430, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
5431, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 2
5432, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
5433, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
5434, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:missioner, 5, 1, 2
5435, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
5436, taiga, minecraft:old_growth_pine_taiga, MONSTER, endermanoverhaul:snowy_enderman, 5, 1, 2
5437, taiga, minecraft:old_growth_pine_taiga, MONSTER, irons_spellbooks:necromancer, 1, 1, 1
5438, taiga, minecraft:old_growth_pine_taiga, MONSTER, mutantmonsters:mutant_skeleton, 1, 1, 1
5439, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 15, 2, 4
5440, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 20, 2, 3
5441, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:donkey, 5, 1, 2
5442, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 20, 3, 5
5443, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:frog, 10, 2, 3
5444, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:mule, 5, 1, 2
5445, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 15, 2, 4
5446, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 15, 2, 4
5447, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 20, 3, 5
5448, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:moose, 10, 2, 2
5449, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:raccoon, 5, 1, 1
5450, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:snow_leopard, 5, 1, 2
5451, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:crow, 10, 1, 2
5452, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
5453, taiga, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:potoo, 25, 4, 5
5454, taiga, minecraft:old_growth_spruce_taiga, CREATURE, legendarycreatures:wisp, 5, 1, 1
5455, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, aquamirae:golden_moth, 1, 1, 2
5456, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:fly, 15, 3, 5
5457, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
5458, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 10, 1, 3
5459, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 2
5460, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 15, 1, 3
5461, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 10, 2, 3
5462, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:stray, 15, 3, 5
5463, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 2
5464, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 20, 3, 5
5465, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 2, 3
5466, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mobs_of_mythology:chupacabra, 5, 1, 3
5467, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:acolyte, 5, 1, 2
5468, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:corrupted_vindicator, 5, 1, 2
5469, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:corrupted_pillager, 5, 1, 2
5470, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:ghoul, 10, 2, 3
5471, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:revenant, 5, 1, 2
5472, taiga, minecraft:old_growth_spruce_taiga, MONSTER, graveyard:wraith, 5, 1, 2
5473, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 2, 3
5474, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:lifestealer, 2, 1, 1
5475, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 2
5476, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 2
5477, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dread_hound, 10, 2, 3
5478, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 5, 1, 2
5479, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 2
5480, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 10, 2, 3
5481, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 15, 3, 5
5482, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:missioner, 5, 1, 2
5483, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
5484, taiga, minecraft:old_growth_spruce_taiga, MONSTER, endermanoverhaul:snowy_enderman, 5, 1, 2
5485, taiga, minecraft:old_growth_spruce_taiga, MONSTER, irons_spellbooks:necromancer, 1, 1, 1
5486, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mutantmonsters:mutant_skeleton, 1, 1, 1
5487, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:allay, 5, 1, 1
5488, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:bee, 15, 2, 4
5489, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:chicken, 25, 2, 4
5490, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:cow, 20, 2, 3
5491, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:donkey, 5, 1, 2
5492, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:horse, 5, 1, 2
5493, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:mooshroom, 2, 1, 1
5494, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:mule, 5, 1, 1
5495, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:pig, 25, 2, 4
5496, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:rabbit, 15, 2, 3
5497, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:sheep, 25, 2, 4
5498, none, biomesoplenty:old_growth_woodland, CREATURE, minecraft:wolf, 15, 2, 3
5499, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:grizzly_bear, 5, 1, 2
5500, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:hummingbird, 15, 2, 3
5501, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:raccoon, 10, 2, 3
5502, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:crow, 10, 1, 3
5503, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:bald_eagle, 5, 1, 2
5504, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:bunfungus, 5, 1, 2
5505, none, biomesoplenty:old_growth_woodland, CREATURE, alexsmobs:sugar_glider, 10, 2, 3
5506, none, biomesoplenty:old_growth_woodland, CREATURE, legendarycreatures:forest_mojo, 5, 1, 2
5507, none, biomesoplenty:old_growth_woodland, CREATURE, legendarycreatures:hound, 150, 1, 2
5508, none, biomesoplenty:old_growth_woodland, CREATURE, legendarycreatures:wisp, 10, 2, 3
5509, none, biomesoplenty:old_growth_woodland, CREATURE, iceandfire:pixie, 10, 2, 3
5510, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:silverfish, 6, 1, 3
5511, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:creeper, 20, 1, 2
5512, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:enderman, 10, 1, 1
5513, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:pillager, 5, 1, 2
5514, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:skeleton, 10, 1, 2
5515, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:spider, 10, 1, 2
5516, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:witch, 6, 1, 1
5517, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:zombie, 20, 1, 2
5518, none, biomesoplenty:old_growth_woodland, MONSTER, minecraft:zombie_villager, 5, 1, 1
5519, none, biomesoplenty:old_growth_woodland, MONSTER, mutantmonsters:mutant_zombie, 1, 1, 1
5520, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:reaper, 6, 1, 1
5521, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:corrupted_pillager, 10, 1, 2
5522, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:ghoul, 10, 1, 2
5523, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:revenant, 10, 1, 2
5524, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:wraith, 6, 1, 1
5525, none, biomesoplenty:old_growth_woodland, MONSTER, graveyard:nightmare, 4, 1, 1
5526, none, biomesoplenty:old_growth_woodland, MONSTER, iceandfire:troll, 4, 1, 1
5527, none, biomesoplenty:old_growth_woodland, MONSTER, mobs_of_mythology:chupacabra, 10, 1, 3
5528, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 2
5529, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:baby_skeleton, 6, 1, 1
5530, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:barrel_zombie, 5, 1, 2
5531, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:phantom_creeper, 4, 1, 1
5532, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:restless_spirit, 6, 1, 1
5533, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:bonescaller, 3, 1, 1
5534, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:bone_imp, 5, 1, 1
5535, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:dark_vortex, 4, 1, 1
5536, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:dread_hound, 10, 1, 2
5537, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 6, 1, 1
5538, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:dire_hound_leader, 6, 1, 1
5539, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 2, 3
5540, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 2, 3
5541, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 2
5542, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 2
5543, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:siamese_skeletons, 6, 1, 1
5544, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:baby_spider, 10, 1, 2
5545, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:nightmare_stalker, 1, 1, 1
5546, none, biomesoplenty:old_growth_woodland, MONSTER, born_in_chaos_v1:door_knight, 0, 1, 1
5547, none, biomesoplenty:old_growth_woodland, CREATURE, mysticsbiomes:butterfly, 15, 2, 3
5548, none, biomesoplenty:old_growth_woodland, AMBIENT, alexsmobs:fly, 10, 2, 3
5549, none, biomesoplenty:old_growth_woodland, AMBIENT, mowziesmobs:lantern, 10, 2, 4
5550, nether, betternether:old_swampland, CREATURE, minecraft:strider, 15, 2, 4
5551, nether, betternether:old_swampland, CREATURE, alexsmobs:warped_toad, 10, 2, 3
5552, nether, betternether:old_swampland, CREATURE, alexsmobs:laviathan, 2, 1, 1
5553, nether, betternether:old_swampland, CREATURE, quark:foxhound, 10, 2, 3
